student_id,student_name,parent_name,parent_email,address,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail,last_reported_at,reported_by,counselor_reported,added_by,created_at,updated_at
345,Nongmaikapam Dinesh,,,,Male,18,62.95,11.7,99.0,37.25,1.7,Yes,4,12.1,Master,Medium,Yes,No,No,3.1,2.2,90.43,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
346,Sanjenbam Biren,,,,Male,20,47.19,5.3,85.39,79.17,3.6,No,3,0.6,Master,Low,Yes,No,No,5.2,5.0,70.76,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
347,Pukhrambam Ibungo,,,,Male,16,98.45,15.6,72.1,50.96,8.9,No,5,2.4,High School,Medium,Yes,No,No,2.7,7.3,121.14,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
348,Surchandra Tombi,,,,Female,24,41.2,6.6,53.75,48.82,2.3,No,4,6.2,High School,Medium,Yes,No,No,6.3,2.2,63.05,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
349,Elangbam Reena,,,,Female,19,84.23,6.4,68.12,99.86,7.4,No,4,8.9,Master,Medium,Yes,No,No,5.4,6.4,105.13,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
350,Yendrembam Sanjoy,,,,Male,24,86.12,6.2,32.87,90.07,9.8,No,2,2.4,High School,High,No,Yes,No,5.7,8.2,103.83,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
351,Keisham Sanalembi,,,,Female,15,54.62,1.7,82.14,58.56,8.1,Yes,4,2.4,PhD,Medium,Yes,No,No,2.2,6.4,98.84,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
352,Thounaojam Nara,,,,Male,20,80.29,7.5,61.22,98.62,3.2,Yes,5,14.5,Master,Low,Yes,No,No,5.7,5.6,99.16,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
353,Sagolsem Rajen,,,,Male,20,45.58,2.4,31.4,75.51,9.2,Yes,3,11.4,Bachelor,High,Yes,No,Yes,1.4,8.5,84.32,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
354,Rajkumari Ibemhal,,,,Female,18,55.42,2.7,34.38,81.94,1.8,No,0,10.7,Bachelor,Medium,No,Yes,No,8.9,9.9,74.12,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
355,Nongmaikapam Thoibi,,,,Female,22,87.27,1.3,57.12,32.21,5.2,No,3,9.0,Bachelor,Low,No,No,Yes,4.1,2.6,67.95,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
356,Oinam Bishorjit,,,,Male,18,91.88,1.5,70.84,38.51,9.0,No,6,19.5,Bachelor,Medium,Yes,No,Yes,8.7,7.2,85.02,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
357,Sanjenbam Tombi,,,,Female,22,76.51,10.7,62.49,74.32,6.8,No,5,1.0,Master,Medium,Yes,No,Yes,7.3,1.7,72.32,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
358,Pukhrambam Bembem,,,,Female,22,70.41,4.9,73.34,92.93,4.7,No,3,3.6,PhD,High,Yes,No,Yes,7.9,1.4,73.11,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
359,Longjam Ibotombi,,,,Male,19,49.56,0.7,63.62,73.66,3.6,No,1,13.0,Bachelor,Medium,Yes,Yes,No,3.8,3.5,66.46,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
360,Leishangthem Romesh,,,,Male,18,43.79,6.5,76.32,39.38,4.4,Yes,6,2.7,Bachelor,Low,Yes,Yes,No,3.0,9.7,106.66,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
361,Yendrembam Sanatombi,,,,Female,16,47.06,9.2,45.34,38.1,5.6,No,3,11.8,High School,Medium,Yes,No,Yes,4.7,6.0,86.14,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
362,Konthoujam Tomba,,,,Male,17,53.64,3.2,37.9,89.09,3.9,Yes,2,11.4,Bachelor,High,Yes,Yes,Yes,1.2,3.4,86.38,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
363,Khundongbam Suresh,,,,Male,17,60.5,3.6,71.75,39.75,9.7,Yes,3,19.4,Bachelor,Medium,Yes,No,No,9.3,2.2,61.9,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
364,Sagolsem Memchoubi,,,,Female,18,62.85,9.7,63.93,66.42,9.4,No,6,17.7,Bachelor,High,Yes,No,Yes,4.5,9.3,108.61,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
365,Wahengbam Nandakumar,Parent of Wahengbam Nandakumar,parent365@example.com,Address for student 365,Male,18,60.78,4.1,31.88,32.6,8.8,No,1,18.9,High School,Low,Yes,No,No,9.9,4.3,30.2,At Risk,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
366,Potsangbam Biren,,,,Male,24,54.34,11.1,56.63,35.65,4.8,Yes,3,2.3,Master,High,Yes,Yes,Yes,7.9,3.8,78.51,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
367,Oinam Reena,,,,Female,19,70.58,5.3,37.43,77.06,7.2,Yes,1,17.4,Bachelor,Medium,Yes,Yes,Yes,1.7,8.7,115.7,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
368,Longjam Sanalembi,,,,Female,18,89.52,10.7,67.19,78.24,9.1,No,4,2.6,Master,Medium,Yes,No,No,6.9,6.4,108.36,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
369,Maisnam Sanjit,,,,Male,24,56.78,4.1,57.7,53.9,8.7,No,1,12.7,Master,Medium,Yes,No,No,3.4,2.5,72.3,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
370,Heisnam Ibomcha,,,,Male,22,96.54,11.3,72.92,45.09,4.7,No,2,14.4,Bachelor,High,No,Yes,No,3.2,4.8,120.36,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
371,Leishangthem Ibemhal,,,,Female,20,92.4,2.1,86.39,86.96,2.0,Yes,5,3.2,Bachelor,Medium,Yes,No,Yes,3.3,9.4,87.68,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
372,Konthoujam Thoibi,Parent of Konthoujam Thoibi,parent372@example.com,Address for student 372,Female,20,49.71,6.9,50.98,45.2,1.7,Yes,2,12.7,Bachelor,High,Yes,No,No,9.2,9.1,57.06,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
373,Khundongbam Tombi,,,,Female,22,87.18,3.9,97.35,67.94,6.2,Yes,3,1.0,High School,Medium,Yes,Yes,No,5.5,1.6,100.34,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
374,Wahengbam Bembem,,,,Female,21,74.48,5.2,67.49,97.77,6.8,Yes,4,5.9,Master,Low,Yes,Yes,Yes,7.0,3.4,104.54,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
375,Sorokhaibam Romen,,,,Male,24,73.99,8.1,73.28,40.35,8.6,Yes,3,18.4,High School,Medium,No,No,Yes,3.5,2.4,94.3,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
376,Potsangbam Sanatombi,,,,Female,24,63.46,4.8,77.65,95.86,3.6,No,6,3.4,Bachelor,Medium,Yes,Yes,Yes,5.7,5.8,86.97,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
377,Maisnam Priyabala,,,,Female,22,70.07,8.6,76.67,42.8,2.5,Yes,3,1.3,High School,Medium,Yes,Yes,No,4.2,7.7,91.64,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
378,Ningthoujam Tomba,,,,Male,16,63.83,9.1,65.77,69.72,4.4,Yes,3,8.9,Master,Medium,No,Yes,Yes,3.9,3.7,80.35,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
379,Heisnam Memchoubi,,,,Female,23,72.38,5.0,60.01,56.39,4.2,Yes,3,17.0,Bachelor,Medium,Yes,No,No,3.2,7.8,93.1,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
380,Thangjam Ibungo,,,,Male,15,77.68,8.3,33.76,97.55,2.2,Yes,2,1.5,Bachelor,High,Yes,No,Yes,4.7,7.0,78.1,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
381,Sorokhaibam Reena,,,,Female,22,80.46,4.5,31.55,49.15,7.1,No,3,7.1,Bachelor,Low,Yes,Yes,Yes,6.9,7.6,94.65,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
382,Ningthoujam Sanalembi,,,,Female,18,71.95,5.9,55.06,57.98,5.6,No,4,18.0,Master,Medium,Yes,Yes,Yes,3.0,9.5,100.93,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
383,Thangjam Ibemhal,,,,Female,18,83.29,7.6,53.36,98.8,7.5,No,3,2.4,High School,High,Yes,Yes,No,9.7,4.8,86.87,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
384,Laishram Bimol,,,,Male,19,48.48,3.7,57.14,67.55,4.2,Yes,3,6.2,Bachelor,Medium,Yes,No,Yes,2.1,4.1,66.73,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
385,Angom Sanjoy,,,,Male,22,52.72,1.9,39.69,65.18,3.9,Yes,3,15.6,Bachelor,Medium,Yes,Yes,No,5.3,7.2,63.04,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
386,Laishram Thoibi,,,,Female,19,89.12,3.2,81.67,48.04,5.3,Yes,2,10.9,High School,Medium,Yes,No,No,1.8,8.3,93.87,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
387,Tongbram Ibohal,,,,Male,22,59.35,3.9,89.99,79.1,8.9,Yes,5,16.6,High School,Medium,Yes,Yes,No,1.2,2.7,98.17,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
388,Mutum Somorjit,,,,Male,24,41.37,9.5,95.71,31.01,1.4,No,4,2.2,High School,Low,No,Yes,No,9.3,8.6,86.17,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
389,Hijam Rajen,,,,Male,15,49.23,4.3,64.47,33.47,8.2,Yes,0,18.4,High School,Medium,No,Yes,No,8.3,1.5,65.47,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
390,Phuritshabam Ibotombi,Parent of Phuritshabam Ibotombi,parent390@example.com,Address for student 390,Male,24,53.42,8.4,79.06,71.96,4.3,No,2,18.7,Bachelor,High,Yes,No,No,7.2,1.1,59.42,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
391,Sinam Dinesh,,,,Male,23,97.44,0.8,89.89,53.92,8.7,Yes,5,3.1,High School,Medium,Yes,No,No,8.8,2.4,70.5,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
392,Thoudam Robindro,,,,Male,20,74.38,2.6,59.28,96.73,8.2,No,3,0.7,Bachelor,Low,Yes,No,Yes,8.2,9.8,93.71,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
393,Angom Tombi,,,,Female,17,95.96,4.1,51.66,93.22,4.1,No,1,19.8,High School,Medium,No,Yes,Yes,6.8,5.7,66.91,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
394,Tongbram Bembem,,,,Female,22,74.51,11.7,95.57,79.96,7.2,No,1,9.6,High School,Medium,Yes,Yes,No,8.6,1.4,94.43,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
395,Wangkhem Biren,,,,Male,23,68.76,5.9,66.1,87.27,2.4,Yes,2,11.4,PhD,Low,No,No,No,4.5,10.0,107.47,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
396,Mutum Sanatombi,,,,Female,20,58.82,2.7,64.81,76.71,9.1,No,2,12.3,Bachelor,High,No,No,No,6.0,7.7,83.84,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
397,Hijam Priyabala,,,,Female,21,76.38,1.4,42.49,38.79,4.6,No,5,15.8,High School,Low,Yes,No,Yes,8.0,8.5,69.18,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
398,Phuritshabam Memchoubi,,,,Female,15,48.35,6.4,37.57,83.59,5.1,Yes,3,16.2,Bachelor,High,Yes,Yes,No,1.8,2.9,82.4,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
399,Thangjam Thoibi,,,,Female,19,93.9,2.9,88.95,44.71,7.4,Yes,7,3.9,High School,Medium,Yes,Yes,No,8.7,1.9,73.12,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
400,Nongmaithem Nimai,,,,Male,19,89.76,3.4,72.99,52.64,8.4,No,5,4.7,High School,Medium,Yes,Yes,No,2.4,5.6,118.65,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
401,Laishram Sanatombi,,,,Female,24,59.05,2.6,52.81,87.35,3.1,No,3,17.5,High School,Medium,Yes,No,No,8.8,7.9,67.9,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
402,Oinam Ibemhal,,,,Female,18,97.17,3.0,43.42,67.56,7.0,Yes,6,16.4,PhD,Low,Yes,No,No,3.8,6.7,91.68,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
403,Akoijam Tomba,,,,Male,20,89.51,2.2,68.88,90.2,4.5,Yes,4,12.4,Master,Medium,Yes,No,Yes,3.9,6.7,89.08,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
404,Thangjam Bobo,,,,Male,21,79.98,5.2,70.87,44.91,4.3,No,2,19.9,Master,High,Yes,Yes,No,1.7,7.8,110.01,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
405,Konsam Tombi,Parent of Konsam Tombi,parent405@example.com,Address for student 405,Female,23,47.31,6.1,44.49,72.54,7.2,Yes,1,14.7,PhD,Medium,No,No,No,9.0,3.0,49.33,At Risk,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
406,Yumnam Bembem,,,,Female,15,68.69,3.0,89.6,35.87,4.5,Yes,3,4.3,PhD,Medium,Yes,No,No,2.6,7.0,102.75,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
407,Ningthoujam Sanalembi,,,,Female,20,70.37,13.2,35.9,75.01,4.1,Yes,2,16.9,Master,High,Yes,Yes,No,6.7,4.5,87.86,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
408,Sorokhaibam Ibungo,,,,Female,21,53.95,7.3,54.93,83.38,8.5,No,4,8.3,Bachelor,Low,Yes,No,No,6.8,1.6,66.93,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
409,Thounaojam Priyabala,Parent of Thounaojam Priyabala,parent409@example.com,Address for student 409,Female,17,44.8,1.2,77.63,70.95,1.9,Yes,6,0.7,Bachelor,Low,Yes,No,Yes,3.5,2.8,59.11,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
410,Wangkhem Ongbi,,,,Female,22,86.6,5.8,49.19,48.64,7.1,No,2,6.4,High School,Low,Yes,No,Yes,9.9,8.1,99.69,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
411,Laishram Romen,,,,Male,19,47.32,6.4,87.94,32.19,3.2,Yes,3,15.3,Bachelor,Medium,Yes,No,No,1.6,9.1,77.47,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
412,Pukhrambam Reena,,,,Female,23,75.66,6.6,81.79,38.36,1.1,No,2,19.2,Bachelor,High,No,Yes,No,6.5,3.5,66.85,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
413,Heisnam Sunita,,,,Female,19,96.19,5.2,85.23,73.56,2.5,No,6,5.5,PhD,Medium,Yes,No,Yes,5.3,2.7,67.37,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
414,Oinam Suresh,,,,Male,23,92.57,8.2,38.34,95.41,6.5,Yes,1,4.9,Bachelor,High,Yes,No,No,3.2,1.2,67.69,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
415,Konsam Ibomcha,,,,Male,24,56.67,9.8,39.84,44.46,7.4,Yes,8,11.3,Bachelor,Medium,No,Yes,No,2.5,9.5,115.46,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
416,Yumnam Tomba,,,,Male,18,91.09,7.3,50.05,81.45,1.2,Yes,3,16.2,Bachelor,Medium,Yes,No,Yes,7.6,7.2,85.13,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
417,Ningthoujam Deven,,,,Male,23,40.02,11.0,66.27,90.65,1.3,Yes,6,14.9,High School,Low,Yes,No,Yes,9.2,9.6,78.51,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
418,Lourembam Sharmila,,,,Female,19,41.06,9.0,82.36,66.46,9.1,No,1,11.2,Bachelor,High,Yes,Yes,Yes,2.0,8.8,122.7,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
419,Kshetrimayum Ibemhal,,,,Female,24,76.15,4.6,88.56,76.85,1.7,Yes,4,12.6,Bachelor,Low,Yes,Yes,No,2.7,4.1,91.32,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
420,Moirangthem Memchoubi,,,,Female,23,61.89,6.6,79.3,87.05,9.0,No,1,4.8,Bachelor,Medium,Yes,Yes,No,9.9,2.0,80.37,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
421,Naorem Bembem,,,,Female,17,63.19,7.4,95.0,48.25,3.1,Yes,0,8.7,Bachelor,Medium,Yes,No,No,1.1,5.5,99.75,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
422,Akoijam Sanalembi,,,,Female,18,73.87,9.6,81.71,50.78,7.7,Yes,0,5.1,High School,Low,Yes,No,No,5.6,1.2,82.03,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
423,Chongtham Thoibi,Parent of Chongtham Thoibi,parent423@example.com,Address for student 423,Female,23,51.51,5.0,51.44,30.04,3.8,Yes,4,17.7,Bachelor,Medium,Yes,No,No,5.6,2.3,46.37,At Risk,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
424,Sorokhaibam Biren,,,,Male,24,52.71,6.3,48.56,97.42,8.7,Yes,4,2.3,Bachelor,Low,Yes,Yes,No,3.4,3.1,101.26,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
425,Wahengbam Sanatombi,,,,Female,20,69.08,1.3,78.73,94.23,7.3,Yes,4,13.6,Bachelor,High,Yes,No,No,7.0,7.0,93.46,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
426,Thounaojam Sanjit,,,,Male,16,85.26,4.1,43.5,83.52,4.6,No,2,5.2,Bachelor,Medium,No,No,No,9.5,5.6,76.41,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
427,Wangkhem Ranjit,Parent of Wangkhem Ranjit,parent427@example.com,Address for student 427,Male,21,77.17,0.6,36.49,35.54,1.7,Yes,3,9.5,High School,Medium,Yes,Yes,Yes,5.1,3.7,57.18,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
428,Sagolsem Ibemhal,,,,Female,16,57.84,2.9,67.26,61.33,7.6,Yes,3,6.0,High School,Medium,Yes,No,No,7.7,6.1,91.27,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
429,Pukhrambam Priyokumar,,,,Male,16,65.82,3.4,87.51,37.13,6.6,No,4,6.5,Bachelor,Medium,No,No,No,6.8,2.1,64.67,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
430,Khumanthem Tombi,,,,Female,15,50.24,7.4,37.1,31.11,1.0,No,7,5.2,Bachelor,High,Yes,Yes,Yes,5.3,7.8,80.22,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
431,Heisnam Kiran,,,,Male,17,44.48,3.2,85.43,73.13,1.1,Yes,0,15.1,Bachelor,Low,No,Yes,No,1.4,7.4,101.73,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
432,Elangbam Priyabala,,,,Female,20,86.96,5.2,86.81,97.26,8.3,No,3,7.3,Master,Low,No,No,No,7.7,2.9,101.31,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
433,Lourembam Ibungo,,,,Male,22,55.92,6.6,63.76,93.2,3.3,Yes,4,14.5,High School,Low,Yes,No,No,4.3,6.5,89.94,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
434,Phuritshabam Bembem,,,,Female,23,50.67,5.1,34.01,78.77,6.7,No,4,9.1,High School,High,Yes,No,No,3.0,5.5,78.64,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
435,Maibam Sanalembi,Parent of Maibam Sanalembi,parent435@example.com,Address for student 435,Female,21,81.5,3.7,42.22,36.76,5.1,No,3,10.9,Bachelor,High,Yes,No,Yes,9.5,1.5,47.12,At Risk,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
436,Mutum Ongbi,,,,Female,18,77.08,12.1,79.52,49.19,8.8,No,3,10.9,Bachelor,Medium,Yes,Yes,No,8.0,3.5,89.31,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
437,Tongbram Ibemhal,,,,Female,20,77.99,8.4,79.82,52.4,9.3,No,3,19.5,Bachelor,Medium,Yes,Yes,No,9.7,10.0,131.63,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
438,Leishangthem Memchoubi,,,,Female,19,53.73,4.9,92.88,83.42,10.0,Yes,2,7.3,Master,Low,Yes,No,No,3.3,1.9,86.51,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
439,Kshetrimayum Bishwajit,,,,Male,22,53.96,4.1,70.79,86.16,2.4,No,2,4.2,Master,Low,Yes,Yes,No,8.5,5.6,86.88,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
440,Moirangthem Somorjit,,,,Male,15,53.25,6.4,38.69,56.96,8.8,Yes,4,18.2,High School,Medium,Yes,No,No,6.5,8.6,94.98,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
441,Naorem Dinesh,,,,Male,15,50.43,6.4,38.5,59.25,3.4,Yes,2,3.5,PhD,Low,Yes,Yes,Yes,9.8,3.7,66.57,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
442,Hijam Reena,,,,Female,20,79.34,5.7,80.48,33.12,6.3,Yes,4,16.7,High School,Medium,Yes,Yes,No,9.5,3.3,81.97,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
443,Akoijam Sanatomba,,,,Male,24,90.88,3.7,42.86,50.24,5.6,No,4,3.0,Bachelor,Medium,Yes,Yes,No,9.8,9.0,84.18,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
444,Sinam Sanatombi,Parent of Sinam Sanatombi,parent444@example.com,Address for student 444,Female,16,83.46,0.9,52.99,61.59,1.2,No,4,13.2,Bachelor,Medium,Yes,Yes,No,9.6,3.7,54.1,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
445,Shamurailatpam Sunita,,,,Female,19,87.53,6.4,64.1,38.19,9.4,Yes,4,3.0,Bachelor,Medium,No,No,No,1.1,6.9,102.06,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
446,Chongtham Robindro,Parent of Chongtham Robindro,parent446@example.com,Address for student 446,Male,15,64.29,3.1,31.73,61.73,1.7,No,4,18.5,High School,Medium,Yes,Yes,No,7.7,7.7,56.7,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
447,Wahengbam Rojit,,,,Male,21,79.24,11.9,47.42,89.72,7.2,No,2,11.3,Bachelor,Medium,Yes,No,No,3.4,8.1,113.84,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
448,Konthoujam Bembem,,,,Female,15,61.25,2.5,58.55,70.69,8.1,Yes,2,6.6,Bachelor,Low,No,No,Yes,7.3,10.0,88.44,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
449,Sagolsem Premo,,,,Male,18,71.53,4.3,49.57,35.53,8.2,Yes,4,2.8,High School,Medium,Yes,No,No,9.8,8.2,70.9,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
450,Khundongbam Sanalembi,,,,Female,23,68.9,11.7,39.55,43.42,2.2,No,4,7.4,High School,Low,Yes,No,No,1.4,6.9,68.72,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
451,Angom Ibemhal,,,,Female,15,50.61,4.2,80.96,63.22,5.0,Yes,7,14.1,Bachelor,Low,Yes,No,Yes,6.1,9.1,90.72,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
452,Loitongbam Tombi,,,,Female,18,63.22,3.1,86.92,55.3,8.5,Yes,3,7.7,Bachelor,Medium,Yes,Yes,Yes,7.6,9.2,105.64,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
453,Potsangbam Thoibi,,,,Female,20,97.83,9.6,48.02,55.11,3.7,No,2,4.9,Bachelor,High,No,No,No,3.3,9.8,90.91,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
454,Rajkumari Sanatombi,,,,Female,20,54.91,11.2,84.21,67.05,5.2,No,2,11.5,High School,Low,Yes,No,No,3.0,8.0,107.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
455,Khumanthem Sunil,,,,Male,22,48.03,1.4,56.99,70.91,3.5,No,1,8.4,Master,Low,No,Yes,Yes,1.5,2.8,69.73,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
456,Elangbam Bimol,,,,Male,15,65.11,9.0,65.47,85.78,5.2,No,0,3.3,High School,Low,Yes,No,Yes,1.8,7.4,99.95,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
457,Nameirakpam Priyabala,,,,Female,21,87.42,8.7,89.92,53.87,9.0,Yes,3,3.1,Master,Medium,No,No,Yes,6.9,1.7,80.99,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
458,Sapam Memchoubi,,,,Female,15,74.93,4.8,82.5,86.38,5.1,Yes,2,14.1,Bachelor,Medium,No,Yes,Yes,5.5,3.9,87.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
459,Phuritshabam Sushil,,,,Male,21,80.86,2.5,86.36,53.7,6.0,No,2,19.5,Bachelor,Low,Yes,No,No,1.3,2.0,65.91,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
